"","Genename","Heart_ZT0_1","Heart_ZT0_2","Heart_ZT12_1","Heart_ZT12_2","Liver_ZT0_1","Liver_ZT0_2","Liver_ZT12_1","Liver_ZT12_2"
"ENSMUSG00000028207.19","Asph",8041,6255,6402,2357,612,1073,453,269
"ENSMUSG00000051279.3","Gdf6",37,22,24,10,18,31,21,2
"ENSMUSG00000059482.16","Cfap418",217,138,286,92,119,111,76,70
"ENSMUSG00000049969.4","Plekhf2",242,183,238,79,194,358,223,170
"ENSMUSG00000050323.15","Ndufaf6",421,354,381,135,181,287,135,159
"ENSMUSG00000028211.12","Trp53inp1",368,330,563,208,842,1662,450,434
"ENSMUSG00000028212.17","Ccne2",24,22,32,8,13,12,10,9
"ENSMUSG00000040738.11","Ints8",541,391,361,151,356,608,217,124
"ENSMUSG00000045205.17","Dpy19l4",671,573,917,325,137,306,184,136
"ENSMUSG00000040728.16","Esrp1",0,1,1,0,8,5,5,2
"ENSMUSG00000040720.16","Virma",943,739,823,318,408,750,329,188
"ENSMUSG00000078773.12","Rad54b",8,5,8,4,12,20,8,3
"ENSMUSG00000028214.14","Gem",135,118,105,44,38,84,36,13
"ENSMUSG00000028217.12","Cdh17",1,2,0,0,0,1,39,3
"ENSMUSG00000049225.16","Pdp1",963,689,1299,572,38,86,18,19
"ENSMUSG00000049488.16","Tmem67",64,64,85,14,40,59,32,13
"ENSMUSG00000052137.12","Rbm12b2",177,111,87,46,83,115,16,23
"ENSMUSG00000046667.15","Rbm12b1",199,122,90,64,128,161,20,35
"ENSMUSG00000028218.20","Cibar1",385,314,392,141,220,285,176,208
"ENSMUSG00000055963.13","Triqk",60,48,94,36,2,6,2,1
"ENSMUSG00000006586.16","Runx1t1",105,75,188,71,3,1,3,2
"ENSMUSG00000040569.14","Slc26a7",13,19,17,5,0,0,0,0
"ENSMUSG00000023151.10","Lrrc69",22,22,35,6,7,8,4,6
"ENSMUSG00000040550.18","Otud6b",2422,1999,2199,868,534,928,497,384
"ENSMUSG00000028221.4","Pip4p2",881,674,802,299,250,475,202,144
"ENSMUSG00000086587.9","Gm11837",7,15,14,2,12,18,11,10
"ENSMUSG00000040536.16","Necab1",17,11,29,17,626,1570,756,446
"ENSMUSG00000043252.9","Tmem64",1373,1016,1561,547,560,950,437,351
"ENSMUSG00000028223.9","Decr1",16030,12734,16815,7348,4348,5708,4003,3540
"ENSMUSG00000028224.15","Nbn",771,665,726,270,324,521,306,172
"ENSMUSG00000041153.10","Osgin2",284,195,209,80,35,71,34,35
"ENSMUSG00000041135.16","Ripk2",121,110,160,56,193,799,116,103
"ENSMUSG00000028226.16","Mmp16",23,12,24,10,0,0,0,0
"ENSMUSG00000056494.8","Cngb3",101,60,166,52,0,2,1,0
"ENSMUSG00000028228.6","Cpne3",938,804,1042,386,633,1565,822,474
"ENSMUSG00000028229.12","Rmdn1",803,634,920,353,150,387,208,247
"ENSMUSG00000041058.16","Wwp1",574,500,512,198,123,279,189,180
"ENSMUSG00000028238.7","Atp6v0d2",3,3,5,2,15,25,38,38
"ENSMUSG00000073988.14","Ttpa",29,24,37,15,3573,7467,5093,4118
"ENSMUSG00000073987.5","Ggh",238,156,241,81,130,201,175,148
"ENSMUSG00000055761.15","Nkain3",5,3,5,1,1,2,0,1
"ENSMUSG00000028252.21","Ccnc",311,241,271,91,280,539,223,219
"ENSMUSG00000028251.6","Tstd3",37,41,34,3,14,20,11,6
"ENSMUSG00000040455.18","Usp45",523,470,470,152,153,444,198,138
"ENSMUSG00000028248.16","Pnisr",1071,880,1165,484,651,719,302,246
"ENSMUSG00000028247.3","Coq3",2090,1646,1994,655,338,513,298,224
"ENSMUSG00000028246.14","Faxc",17,17,35,13,1,2,1,0
"ENSMUSG00000040410.15","Fbxl4",307,200,418,148,226,347,307,272
"ENSMUSG00000045751.17","Mms22l",12,15,29,6,28,27,22,22
"ENSMUSG00000040387.17","Klhl32",188,133,186,91,6,4,2,1
"ENSMUSG00000028261.14","Ndufaf4",2417,1766,1740,605,494,824,449,537
"ENSMUSG00000040359.15","Ufl1",191,140,175,56,63,162,70,48
"ENSMUSG00000040520.8","Manea",630,528,599,227,166,317,297,229
"ENSMUSG00000028289.13","Epha7",189,143,158,95,25,28,37,16
"ENSMUSG00000028284.14","Map3k7",2128,1804,2131,887,604,1070,614,443
"ENSMUSG00000040270.17","Bach2",105,106,174,73,257,236,84,52
"ENSMUSG00000051056.6","Gja10",0,0,0,0,5,10,0,0
"ENSMUSG00000028282.13","Casp8ap2",324,242,338,121,106,207,78,42
"ENSMUSG00000058006.13","Mdn1",889,746,592,209,253,327,105,73
"ENSMUSG00000045854.5","Lyrm2",485,402,461,196,92,171,95,113
"ENSMUSG00000040183.14","Ankrd6",85,60,113,30,11,30,4,0
"ENSMUSG00000028278.15","Rragd",4294,3713,4029,1316,37,60,30,16
"ENSMUSG00000028277.14","Ube2j1",1022,851,1003,343,826,1334,513,356
"ENSMUSG00000023267.11","Gabrr2",115,73,84,28,7,4,2,0
"ENSMUSG00000028280.10","Gabrr1",2,2,3,0,0,0,0,0
"ENSMUSG00000054659.14","Pm20d2",909,803,899,359,18,46,14,12
"ENSMUSG00000054679.9","Srsf12",3,2,2,0,2,1,2,1
"ENSMUSG00000040128.10","Pnrc1",1805,1338,1316,538,2382,4991,298,248
"ENSMUSG00000028274.18","Rngtt",480,383,362,161,203,313,126,106
"ENSMUSG00000028264.17","Spaca1",1,1,2,1,0,2,0,0
"ENSMUSG00000028291.8","Akirin2",859,683,798,267,441,534,179,196
"ENSMUSG00000040044.12","Orc3",923,774,1235,434,418,659,355,284
"ENSMUSG00000028292.15","Rars2",525,389,579,184,320,408,178,145
"ENSMUSG00000028293.15","Slc35a1",435,313,376,154,436,607,270,216
"ENSMUSG00000028295.15","Smim8",706,570,753,307,126,158,119,114
"ENSMUSG00000039967.15","Zfp292",865,693,905,300,169,350,193,124
"ENSMUSG00000073910.11","Mob3b",34,24,35,18,778,1353,440,313
"ENSMUSG00000028300.15","C9orf72",829,662,742,330,228,521,197,116
"ENSMUSG00000045083.15","Lingo2",0,1,1,1,2,4,2,2
"ENSMUSG00000028405.10","Aco1",1233,986,1216,488,4805,7206,3094,3037
"ENSMUSG00000040296.16","Rigi",497,415,527,174,616,1113,381,287
"ENSMUSG00000036822.7","Topors",374,272,397,134,396,695,373,292
"ENSMUSG00000028407.5","Smim27",77,52,84,12,39,47,30,37
"ENSMUSG00000071014.11","Ndufb6",3231,2437,2767,962,614,978,470,409
"ENSMUSG00000046593.4","Tmem215",2,5,4,1,1,4,0,0
"ENSMUSG00000028411.16","Aptx",507,394,440,184,162,219,183,204
"ENSMUSG00000028410.14","Dnaja1",3096,2593,1025,414,4823,6890,2953,2369
"ENSMUSG00000028409.12","Smu1",1114,926,1180,416,1322,1805,726,720
"ENSMUSG00000028413.14","B4galt1",3332,2787,2679,943,1966,4409,909,603
"ENSMUSG00000028415.5","Spink4",1,1,1,3,0,1,17,1
"ENSMUSG00000028416.14","Bag1",4018,3229,3964,1621,1467,1759,860,820
"ENSMUSG00000028419.6","Chmp5",812,624,863,346,1033,1485,670,617
"ENSMUSG00000028423.16","Nfx1",1075,897,1107,449,686,994,788,546
"ENSMUSG00000028427.14","Aqp7",817,649,1185,312,0,0,2,0
"ENSMUSG00000028430.15","Nol6",791,672,846,321,576,582,328,221
"ENSMUSG00000036241.4","Ube2r2",3858,2985,3565,1540,1924,2728,1618,1264
"ENSMUSG00000028433.15","Ubap2",2128,1703,2264,872,284,382,193,139
"ENSMUSG00000028436.9","Dcaf12",1225,1084,1218,416,638,867,498,302
"ENSMUSG00000028437.15","Ubap1",1271,978,1082,420,893,1203,686,524
"ENSMUSG00000028438.17","Kif24",36,29,27,18,21,17,10,12
"ENSMUSG00000028443.7","Nudt2",391,340,387,158,210,225,126,165
"ENSMUSG00000046312.5","Myorg",442,324,550,198,569,673,647,336
"ENSMUSG00000028441.13","Spmip6",2,4,5,1,9,0,0,0
"ENSMUSG00000028439.15","Fam219a",339,315,470,151,95,92,29,27
"ENSMUSG00000061322.16","Dnai1",61,50,61,18,93,103,29,5
"ENSMUSG00000028445.8","Enho",282,221,278,112,1328,1197,542,233
"ENSMUSG00000028444.18","Cntfr",134,94,85,31,26,48,21,19
"ENSMUSG00000073889.11","Il11ra1",1886,1688,1744,656,1107,1035,310,292
"ENSMUSG00000073888.14","Ccl27a",103,74,86,41,106,98,76,60
"ENSMUSG00000050141.14","Spata31f3",3,3,14,7,0,1,0,5
"ENSMUSG00000036062.14","Phf24",389,308,539,180,4,0,5,4
"ENSMUSG00000036052.15","Dnajb5",5258,3607,2397,732,138,170,54,49
"ENSMUSG00000028451.13","1700022I11Rik",1,1,3,2,2,0,0,0
"ENSMUSG00000028452.8","Vcp",5090,4137,5520,2073,2781,4556,1568,1190
"ENSMUSG00000028453.11","Fancg",62,59,70,32,78,82,31,32
"ENSMUSG00000028454.17","Pigo",1019,792,775,272,304,440,169,108
"ENSMUSG00000028455.16","Stoml2",1627,1364,1594,602,1169,1504,627,539
"ENSMUSG00000036002.13","Atosb",1035,853,1285,428,299,256,242,162
"ENSMUSG00000028456.19","Unc13b",511,427,558,230,254,488,212,81
"ENSMUSG00000028457.19","Atp8b5",20,23,79,28,15,13,11,7
"ENSMUSG00000035969.16","Rusc2",2137,1794,1631,581,320,298,209,165
"ENSMUSG00000028458.13","Tesk1",778,571,522,202,147,199,104,67
"ENSMUSG00000028459.12","Cd72",37,26,77,22,59,85,25,32
"ENSMUSG00000028461.13","Ccdc107",389,347,425,160,695,831,434,500
"ENSMUSG00000051517.15","Arhgef39",11,17,28,6,4,9,3,2
"ENSMUSG00000028463.15","Car9",17,12,16,1,3,4,6,5
"ENSMUSG00000028464.17","Tpm2",820,658,633,195,86,91,69,123
"ENSMUSG00000028465.17","Tln1",5447,4936,5547,1815,1824,2221,988,548
"ENSMUSG00000028466.17","Creb3",476,390,518,193,779,906,617,394
"ENSMUSG00000028467.16","Gba2",594,446,844,243,199,204,274,194
"ENSMUSG00000028468.16","Rgp1",1426,1069,1485,516,651,766,614,350
"ENSMUSG00000028469.16","Npr2",1099,825,1351,463,671,750,695,566
"ENSMUSG00000066196.12","Spag8",3,1,2,0,7,4,4,5
"ENSMUSG00000028470.11","Hint2",1343,1146,1399,508,1137,1218,872,758
"ENSMUSG00000043633.7","Fam221b",135,103,153,7,62,78,13,21
"ENSMUSG00000078716.11","Tmem8b",1395,1072,1191,505,27,34,32,26
"ENSMUSG00000071001.5","Hrct1",143,91,181,45,1,4,3,2
"ENSMUSG00000028475.10","Spaar",282,235,402,119,5,7,13,5
"ENSMUSG00000028476.14","Reck",277,171,243,130,73,114,54,48
"ENSMUSG00000028480.15","Glipr2",228,210,141,32,35,59,13,4
"ENSMUSG00000070999.3","Ccin",3,2,0,0,0,0,0,0
"ENSMUSG00000028478.19","Clta",1332,1038,1391,531,1489,1736,1096,887
"ENSMUSG00000028479.19","Gne",705,568,628,201,2489,3171,2804,1750
"ENSMUSG00000035696.16","Rnf38",772,556,895,334,184,367,141,90
"ENSMUSG00000035683.14","Melk",5,9,15,6,2,1,5,1
"ENSMUSG00000014030.16","Pax5",16,17,65,35,4,1,5,0
"ENSMUSG00000035649.18","Zcchc7",502,364,572,214,326,507,156,152
"ENSMUSG00000035637.15","Grhpr",979,831,940,429,5762,7306,4130,2674
"ENSMUSG00000049657.10","Zbtb5",242,214,226,65,320,457,146,100
"ENSMUSG00000028318.15","Polr1e",411,286,426,130,114,136,79,58
"ENSMUSG00000048232.13","Fbxo10",296,228,328,114,4,20,10,4
"ENSMUSG00000078713.9","Tomm5",2194,1763,1854,635,184,276,215,244
"ENSMUSG00000035615.13","Frmpd1",9,4,8,2,0,0,0,0
"ENSMUSG00000035601.10","Trmt10b",127,115,136,48,87,158,62,43
"ENSMUSG00000028322.12","Exosc3",285,217,277,98,256,269,93,86
"ENSMUSG00000035572.17","Dcaf10",475,397,428,154,433,796,403,256
"ENSMUSG00000045973.19","Slc25a51",2718,2166,2366,921,1059,2346,596,525
"ENSMUSG00000044813.16","Shb",983,847,534,202,995,1884,452,262
"ENSMUSG00000035561.6","Aldh1b1",424,345,394,160,951,1250,706,646
"ENSMUSG00000035551.7","Igfbpl1",5,8,7,4,0,0,0,1
"ENSMUSG00000028327.15","Stra6l",1,0,0,0,4498,7460,1416,990
"ENSMUSG00000035539.15","Ccdc180",0,2,2,1,3,1,0,0
"ENSMUSG00000035517.18","Tdrd7",670,515,710,264,835,1328,408,323
"ENSMUSG00000028328.14","Tmod1",7231,6013,6098,2371,0,1,0,8
"ENSMUSG00000035495.16","Tstd2",392,341,311,98,195,380,168,141
"ENSMUSG00000028330.9","Ncbp1",346,298,253,96,127,280,117,104
"ENSMUSG00000028329.14","Xpa",154,96,263,71,196,229,163,104
"ENSMUSG00000028331.13","Trmo",80,75,56,23,51,79,38,21
"ENSMUSG00000028332.14","Hemgn",1,0,3,0,0,0,1,1
"ENSMUSG00000028333.11","Anp32b",1323,1038,1527,494,1069,1052,676,544
"ENSMUSG00000028334.11","Nans",84,70,86,32,100,157,63,45
"ENSMUSG00000039853.19","Trim14",112,89,107,58,1123,1166,663,492
"ENSMUSG00000028337.15","Coro2a",10,8,25,17,8,21,28,5
"ENSMUSG00000039813.15","Tbc1d2",49,60,108,34,23,26,11,7
"ENSMUSG00000039809.11","Gabbr2",5,1,11,1,286,592,298,189
"ENSMUSG00000066191.13","Anks6",125,98,112,36,3,10,2,5
"ENSMUSG00000039774.13","Galnt12",24,20,30,4,3,3,4,0
"ENSMUSG00000028339.18","Col15a1",3216,2918,2672,910,283,509,200,88
"ENSMUSG00000007613.16","Tgfbr1",664,546,725,265,399,891,503,247
"ENSMUSG00000039740.7","Alg2",314,240,225,110,535,656,203,172
"ENSMUSG00000053317.12","Sec61b",245,192,168,81,1097,1625,605,460
"ENSMUSG00000028341.10","Nr4a3",749,686,116,29,2,14,0,0
"ENSMUSG00000061455.14","Stx17",1054,795,1264,532,323,588,338,319
"ENSMUSG00000028343.11","Erp44",1072,892,829,339,1996,2862,1173,892
"ENSMUSG00000028344.13","Invs",188,117,189,46,198,355,178,119
"ENSMUSG00000028345.16","Tex10",315,225,266,108,113,181,69,57
"ENSMUSG00000039693.12","Msantd3",405,320,330,116,3,7,1,2
"ENSMUSG00000028347.15","Tmeff1",218,169,327,118,0,3,0,2
"ENSMUSG00000028348.8","Cavin4",5112,3975,3692,1179,0,0,0,0
"ENSMUSG00000063446.5","Plppr1",0,0,0,0,24,55,9,4
"ENSMUSG00000060317.10","Acnat2",0,0,0,0,886,1445,91,72
"ENSMUSG00000070985.4","Acnat1",12,6,10,3,829,1597,523,315
"ENSMUSG00000039653.10","Baat",2,0,3,0,5536,9821,3742,2945
"ENSMUSG00000044018.4","Mrpl50",1721,1398,1672,644,924,1433,690,564
"ENSMUSG00000039634.13","Zfp189",172,133,206,78,63,144,74,54
"ENSMUSG00000028307.10","Aldob",239,192,283,155,71572,129257,46742,41924
"ENSMUSG00000039611.3","Pgap4",2012,1545,1542,539,8,14,5,6
"ENSMUSG00000028309.15","Rnf20",1464,1189,1315,453,588,879,319,222
"ENSMUSG00000039579.16","Grin3a",16,11,12,4,6,3,0,3
"ENSMUSG00000028312.20","Smc2",130,109,171,56,37,70,41,13
"ENSMUSG00000015247.11","Nipsnap3b",164,114,150,52,741,1349,886,672
"ENSMUSG00000015243.5","Abca1",1287,1075,2606,732,3166,8374,2307,1641
"ENSMUSG00000028412.18","Slc44a1",1313,1042,1468,554,1085,2012,438,400
"ENSMUSG00000054752.18","Fsd1l",2722,2247,2205,798,14,24,5,5
"ENSMUSG00000028414.18","Fktn",2005,1690,1342,539,180,346,220,160
"ENSMUSG00000028417.4","Tal2",5,5,10,4,3,2,2,0
"ENSMUSG00000028420.14","Tmem38b",1111,851,1008,361,1086,1643,667,550
"ENSMUSG00000060206.12","Zfp462",397,308,241,99,25,18,4,6
"ENSMUSG00000028426.11","Rad23b",3716,3014,3586,1258,3555,5809,2244,1499
"ENSMUSG00000003032.9","Klf4",1743,1432,727,342,8,18,22,12
"ENSMUSG00000028431.12","Elp1",886,752,852,301,252,367,146,131
"ENSMUSG00000038827.12","Abitram",138,123,92,31,72,140,43,17
"ENSMUSG00000038816.15","Ctnnal1",1225,1115,1138,253,45,72,75,48
"ENSMUSG00000055296.15","Tmem245",3719,3305,4917,1764,375,612,484,327
"ENSMUSG00000045589.8","Frrs1l",0,2,3,0,0,0,0,0
"ENSMUSG00000028434.13","Epb41l4b",87,57,80,23,1762,2454,1865,1149
"ENSMUSG00000038764.15","Ptpn3",2194,1799,3173,1373,928,1798,673,435
"ENSMUSG00000090053.10","Pakap",16,9,8,6,1,1,0,0
"ENSMUSG00000089945.14","Pakap",42,30,40,3,0,1,0,0
"ENSMUSG00000052117.6","D630039A03Rik",7,7,10,3,112,198,242,136
"ENSMUSG00000028367.6","Txn1",1249,1030,1231,496,3943,4557,2286,2166
"ENSMUSG00000028369.16","Svep1",726,673,971,316,20,35,14,4
"ENSMUSG00000057280.17","Musk",8,4,4,5,0,0,0,0
"ENSMUSG00000038668.15","Lpar1",271,210,305,109,11,18,17,9
"ENSMUSG00000050812.19","Ecpas",7633,6466,7396,2682,1362,2304,1258,891
"ENSMUSG00000038630.9","Zkscan16",0,3,6,2,0,0,1,0
"ENSMUSG00000028378.7","Ptgr1",95,63,60,20,59,72,30,27
"ENSMUSG00000070972.14","Dnajc25",695,654,712,286,366,593,267,248
"ENSMUSG00000038607.13","Gng10",220,199,249,76,50,75,72,78
"ENSMUSG00000038598.10","Shoc1",0,2,5,3,0,0,1,0
"ENSMUSG00000028381.9","Ugcg",631,482,640,263,323,561,257,154
"ENSMUSG00000038578.16","Susd1",43,50,41,17,101,197,172,101
"ENSMUSG00000028382.16","Ptbp3",1159,1021,1213,443,922,1931,1000,653
"ENSMUSG00000028383.18","Hsdl2",9282,7579,11202,4106,1128,2243,1053,704
"ENSMUSG00000045071.15","E130308A19Rik",398,260,265,94,117,181,66,54
"ENSMUSG00000038544.15","Inip",376,282,315,97,84,126,78,67
"ENSMUSG00000028385.15","Snx30",350,243,342,91,88,137,131,90
"ENSMUSG00000028386.2","Slc46a2",6,2,3,2,0,0,1,0
"ENSMUSG00000041333.7","Mup4",0,0,0,0,1,3,2,0
"ENSMUSG00000078689.9","Mup6",0,0,1,0,68,79,44,32
"ENSMUSG00000073842.11","Mup7",7,0,1,2,169357,229261,153506,103512
"ENSMUSG00000078688.12","Mup2",0,0,0,1,693,1065,2132,327
"ENSMUSG00000078687.10","Mup8",0,0,0,0,285,528,310,130
"ENSMUSG00000078686.12","Mup9",0,0,0,0,820,684,612,185
"ENSMUSG00000078683.10","Mup1",0,0,0,0,6321,9441,6107,2115
"ENSMUSG00000078680.4","Mup10",1,0,0,0,124,173,105,45
"ENSMUSG00000073834.11","Mup11",1,0,5,0,23422,25498,15871,7130
"ENSMUSG00000094793.2","Mup12",0,0,0,0,5408,8687,4828,858
"ENSMUSG00000110439.2","Mup22",0,0,0,0,787,1440,565,398
"ENSMUSG00000089873.9","Mup13",0,0,0,0,277,135,111,264
"ENSMUSG00000073830.12","Mup14",0,0,0,0,44510,59918,43689,23242
"ENSMUSG00000096674.2","Mup15",0,1,0,1,6075,9796,4397,1465
"ENSMUSG00000078675.10","Mup16",0,0,0,0,4778,6560,3583,1144
"ENSMUSG00000096688.2","Mup17",0,0,0,0,26384,37634,25698,11610
"ENSMUSG00000078674.3","Mup18",0,0,0,0,2488,3575,2133,731
"ENSMUSG00000078673.11","Mup19",0,0,0,0,796,1067,487,283
"ENSMUSG00000058523.3","Mup5",0,0,0,0,14,9,4,1
"ENSMUSG00000078672.3","Mup20",4,0,5,0,81187,119541,78163,46485
"ENSMUSG00000066154.13","Mup3",6,5,7,1,152995,219080,139222,123382
"ENSMUSG00000066153.3","Mup21",0,0,0,0,9347,12560,6761,3947
"ENSMUSG00000028389.13","Zfp37",49,47,60,25,21,42,84,41
"ENSMUSG00000066152.12","Slc31a2",866,651,710,243,191,285,154,92
"ENSMUSG00000066151.13","Fkbp15",897,666,1079,377,628,869,543,355
"ENSMUSG00000066150.13","Slc31a1",32,32,47,6,22,51,28,14
"ENSMUSG00000066149.12","Cdc26",478,355,493,167,404,494,263,244
"ENSMUSG00000066148.4","Prpf4",608,536,612,226,276,433,161,113
"ENSMUSG00000063851.13","Rnf183",0,2,1,3,0,0,0,0
"ENSMUSG00000028391.17","Wdr31",4,9,9,9,3,6,3,0
"ENSMUSG00000028392.16","Bspry",5,2,7,0,4,8,2,6
"ENSMUSG00000038422.3","Hdhd3",101,84,43,16,506,466,252,200
"ENSMUSG00000028393.11","Alad",1162,859,1178,486,3045,3349,1794,1458
"ENSMUSG00000028394.10","Pole3",481,408,579,191,355,550,316,219
"ENSMUSG00000058046.2","4933430I17Rik",2,2,1,0,2,4,4,1
"ENSMUSG00000059810.19","Rgs3",946,814,1287,443,117,200,194,125
"ENSMUSG00000028358.16","Zfp618",16,14,22,10,16,11,11,13
"ENSMUSG00000028356.5","Ambp",6,0,0,0,61130,82982,39585,25401
"ENSMUSG00000028357.14","Kif12",0,0,0,0,23,6,1,3
"ENSMUSG00000045672.16","Col27a1",162,142,140,58,754,882,364,425
"ENSMUSG00000039196.3","Orm1",3,1,2,3,34498,60389,20310,11886
"ENSMUSG00000028359.5","Orm3",0,2,1,1,84,124,25,48
"ENSMUSG00000061540.4","Orm2",3,4,5,0,2058,4182,1491,318
"ENSMUSG00000039158.12","Akna",218,214,277,110,40,55,46,27
"ENSMUSG00000039137.19","Whrn",1346,1030,832,289,22,23,10,4
"ENSMUSG00000039105.7","Atp6v1g1",2121,1735,1993,759,870,1357,686,517
"ENSMUSG00000045917.18","Tmem268",823,604,559,200,172,231,158,156
"ENSMUSG00000084782.3","Tex53",15,15,3,3,0,0,0,0
"ENSMUSG00000058935.15","Tex48",12,8,6,1,0,1,0,0
"ENSMUSG00000050395.10","Tnfsf15",0,1,1,0,0,4,0,0
"ENSMUSG00000028362.3","Tnfsf8",4,2,4,3,0,1,1,1
"ENSMUSG00000028364.16","Tnc",31,28,25,5,12,33,22,3
"ENSMUSG00000028370.8","Pappa",40,42,61,15,5,3,2,3
"ENSMUSG00000028373.17","Astn2",100,89,125,59,43,60,18,24
"ENSMUSG00000039005.14","Tlr4",1020,826,678,205,39,82,39,21
"ENSMUSG00000028351.6","Brinp1",1,0,6,4,0,0,0,0
"ENSMUSG00000039298.17","Cdk5rap2",385,339,347,121,87,124,62,41
"ENSMUSG00000039270.10","Megf9",755,588,924,342,532,1257,401,273
"ENSMUSG00000008305.20","Tle1",301,286,358,124,696,1124,757,385
"ENSMUSG00000059343.5","Aldoart1",14,3,8,4,0,1,0,0
"ENSMUSG00000043003.15","Rasef",32,33,40,9,3,1,4,2
"ENSMUSG00000093962.8","Msantd5f9",22,24,20,4,0,0,0,0
"ENSMUSG00000028396.6","2310002L09Rik",1613,1315,1373,542,0,0,0,0
"ENSMUSG00000049122.18","Frmd3",4,2,0,5,0,0,0,1
"ENSMUSG00000028397.14","Kdm4c",468,336,598,220,144,259,107,88
"ENSMUSG00000028398.9","Dmac1",742,570,666,297,492,675,358,303
"ENSMUSG00000028399.19","Ptprd",446,307,483,135,1543,3080,1628,1201
"ENSMUSG00000048706.4","Lurap1l",73,56,106,35,689,1169,672,451
"ENSMUSG00000028402.20","Mpdz",3287,2519,2737,963,288,545,422,235
"ENSMUSG00000008575.18","Nfib",4356,3688,4948,2002,1287,1823,1052,946
"ENSMUSG00000028403.16","Zdhhc21",635,511,426,165,215,380,135,101
"ENSMUSG00000059049.16","Frem1",14,4,8,7,8,8,22,7
"ENSMUSG00000038172.15","Ttc39b",704,523,804,362,380,967,507,364
"ENSMUSG00000028483.14","Snapc3",425,343,265,99,120,132,63,30
"ENSMUSG00000028484.17","Psip1",226,151,277,75,124,192,99,76
"ENSMUSG00000052407.18","Ccdc171",383,352,439,132,92,171,114,65
"ENSMUSG00000028487.19","Bnc2",33,25,45,10,1,0,0,0
"ENSMUSG00000038070.16","Cntln",120,111,235,86,15,11,18,13
"ENSMUSG00000028488.16","Sh3gl2",62,99,90,26,1,1,6,2
"ENSMUSG00000066113.17","Adamtsl1",134,90,132,48,10,12,10,10
"ENSMUSG00000028492.14","Saxo1",2,3,12,4,1,0,0,0
"ENSMUSG00000070934.7","Rraga",1235,912,1247,433,600,1016,396,279
"ENSMUSG00000038047.19","Haus6",148,124,275,95,75,87,55,44
"ENSMUSG00000028494.13","Plin2",2667,2184,2966,726,18480,26875,6380,4530
"ENSMUSG00000038024.18","Dennd4c",1268,1151,1741,628,309,708,424,253
"ENSMUSG00000028495.15","Rps6",4139,3413,3898,1460,5114,6300,3827,3630
"ENSMUSG00000038007.15","Acer2",864,735,841,299,145,329,192,138
"ENSMUSG00000037996.18","Slc24a2",79,74,105,72,9,24,18,6
"ENSMUSG00000028496.18","Mllt3",367,261,409,129,71,124,48,21
"ENSMUSG00000038368.17","Focad",435,384,530,236,150,303,86,73
"ENSMUSG00000028497.13","Hacd4",170,143,290,76,25,55,50,33
"ENSMUSG00000070923.5","Klhl9",2589,1996,2045,805,719,1513,638,522
"ENSMUSG00000100505.2","Gm13283",1,2,8,0,0,1,0,0
"ENSMUSG00000062937.8","Mtap",795,557,614,243,332,506,275,197
"ENSMUSG00000044303.7","Cdkn2a",9,11,7,1,2,4,1,0
"ENSMUSG00000043753.3","Dmrta1",0,2,0,0,10,13,9,6
"ENSMUSG00000008489.19","Elavl2",5,1,4,2,0,0,0,0
"ENSMUSG00000054000.6","Tusc1",55,34,39,10,16,23,7,12
"ENSMUSG00000028578.9","Caap1",143,91,142,31,79,115,55,47
"ENSMUSG00000028577.14","Plaa",1902,1650,1961,699,934,1606,693,477
"ENSMUSG00000028576.13","Ift74",68,59,117,40,47,80,61,28
"ENSMUSG00000006386.16","Tek",2025,1627,2041,612,134,259,136,106
"ENSMUSG00000028575.12","Eqtn",5,4,11,3,0,0,0,0
"ENSMUSG00000062627.10","Mysm1",301,293,363,122,165,329,147,99
"ENSMUSG00000052684.6","Jun",1677,1278,1078,413,258,648,55,46
"ENSMUSG00000028573.19","Fggy",138,105,200,76,2386,3248,1435,1441
"ENSMUSG00000028572.14","Hook1",615,497,709,291,967,1961,1042,639
"ENSMUSG00000028571.16","Cyp2j13",0,1,3,0,0,0,2,0
"ENSMUSG00000066097.7","Cyp2j11",13,13,6,2,23,20,21,20
"ENSMUSG00000052914.5","Cyp2j6",198,133,248,105,1512,2439,1220,1179
"ENSMUSG00000015224.11","Cyp2j9",43,31,54,20,41,63,60,43
"ENSMUSG00000052520.8","Cyp2j5",1,0,0,1,12144,20362,7853,6573
"ENSMUSG00000048747.15","E130114P18Rik",16,21,35,10,5,11,4,6
"ENSMUSG00000028565.19","Nfia",1519,1153,1968,680,895,1113,536,432
"ENSMUSG00000028563.17","Tm2d1",655,538,649,287,138,244,184,147
"ENSMUSG00000061859.18","Patj",644,539,819,376,165,288,140,143
"ENSMUSG00000087166.10","L1td1",2,1,3,1,0,0,0,0
"ENSMUSG00000035407.9","Kank4",52,49,35,11,2,1,0,0
"ENSMUSG00000028560.12","Usp1",521,424,509,194,337,606,265,191
"ENSMUSG00000028556.16","Dock7",361,269,511,210,122,185,131,95
"ENSMUSG00000028550.16","Atg4c",217,171,145,65,252,504,213,149
"ENSMUSG00000067261.5","Foxd3",7,2,10,10,0,0,2,0
"ENSMUSG00000073792.12","Alg6",209,144,284,95,129,207,133,111
"ENSMUSG00000028549.18","Itgb3bp",115,78,126,43,38,46,47,32
"ENSMUSG00000025791.19","Pgm1",6158,5042,6830,2463,3945,5129,2942,2835
